Name	Set	ImageFile	Politics_Cost	Intrigue_Cost	One_Power_Cost	Combat_Cost	Type	Subtype/Allegiance	Attribute	Politics_Ability	Intrigue_Ability	One_Power_Ability	Combat_Ability	Rarity	Collector	Text
The Art of Intrigue	Premier	01-262_the_art_of_intrigue					Advantage	Character						Uncommon	01-262 U	Target a character you control that has the Intrigue ability.  He gains +1 Intrigue.  You may rotate this card as a limited event to add a point of support or opposition to a challenge.  If the target character ever participates in a card-based challenge you initiate but do not succeed in, he takes a point of damage and you must discard this advantage.
The Dragon Revealed	Premier	01-263_the_dragon_revealed					Character	Dragon		2	1	4	3	Rare	01-263 R	Replace Rand al'Thor character when you have 5 Pattern.  When you succeed in a card based challenge you initiated, draw 1 card.
The Dying Ground	Premier	01-264_the_dying_ground					Event		Terrain					Uncommon	01-264 U	Target a card-based challenge.  Only one terrain event may target each challenge.  If a monster takes damage while participating in that challenge, it takes an additional point of damage when the challenge is resolved.
The Great Game	Premier	01-265_the_great_game	2				Advantage	Player						Rare	01-265 R	You may pay [Politics Icon] as a limited event to place a reserve token on this card.  You may remove two reserve tokens as a limited event to add one [Politics Icon] to your pool.  This symbol has the allegiance(s) of your starting character.
The Ruby Dagger	Premier	01-266_the_ruby_dagger			2		Advantage	Character	Weapon, Unique					Rare	01-266 R	Target a character you control.  Any character that takes damage from the target and is not completely healed by the end of the turn is killed.  Roll a One Power die each ready round.  If you roll a [One Power Icon], place a corruption token on the target.  It is treated as damage, but cannot be healed.  As an event, pay [One Power Icon x2] to remove a corruption token or pay [One Power Icon x5] to discard this advantage.
The Stone of Tear	Premier	01-267_the_stone_of_tear					Advantage	Player						Rare	01-267 R	If you control the Tear contested advantage, other players cannot add tokens to the Tear contested advantage except by using the challenge initiated by the Tear contested advantage.
The Telling Blow	Premier	01-268_the_telling_blow				1	Event							Common	01-268 C	Target a character or troop with damage participating in a challenge whose highest current ability is 1.  Put a point of damage on the target.
The Tide of Battle	Premier	01-269_the_tide_of_battle					Challenge							Fixed	01-269 F	If you succeed, this challenge becomes a player advantage targeting you.  Place one initiative token on it for each two you succeeded by.  You may rotate the advantage to remove any number of initiative tokens.  For each one removed, you may add a [Support Icon] or [Opposition Icon] to a card-based challenge.  Discard the advantage when there are no tokens remaining on it.
The Truth They Tell	Premier	01-270_the_truth_they_tell					Event	Limited						Uncommon	01-270 U	For every [Politics icon] [Politics icon] or [One Power icon] you pay from a character with the Aes Sedai allegiance, you may add one [Opposition icon] to a card-based challenge. [CLARIFICATION: The symbols for The Truth They Tell have to come from initial generation (unless you have some effect which allows you to rotate other characters during your Action Round). You may choose different challenges, and it is possible to put symbols into pools for challenges before the challenge has started to resolve. - 06.27.2000 - ERRATA]
The Way of the Leaf	Premier	01-271_the_way_of_the_leaf					Advantage	Character						Common	01-271 C	This card may only be played by a Hero player.  Target a character you control with no combat ability.  The target gains +2 Politics ability, but cannot gain combat ability or roll combat dice.  Any damage generated by the target is negated. [Add the word *permanent* to combat ability. 02.29.2000 - ERRATA]
The Wheel Turns	Premier	01-272_the_wheel_turns					Event							Rare	01-272 R	Pay [One Power Icon x2] for each card-based challenge initiated this turn.  Only the Pattern challenge can add tokens to the Pattern this turn.
The White Tower	Premier	01-273_the_white_tower					Advantage	Player						Rare	01-273 R	If you control the Tar Valon contested advantage by 5 or more, you may rotate this advantage when you succeed at the Pattern Challenge to add a token to your section of the Pattern.
Thom Merrilin	Premier	01-274_thom_merrilin	3	1			Character	Dragon	Gleeman	1	4		2	Rare	01-274 R	Thom may pay [Intrigue Icon] [Intrigue Icon] [Intrigue Icon] as an event to force another player to discard a random card from his hand.
Tight Formation	Premier	01-275_tight_formation				2	Advantage	Player						Uncommon	01-275 U	While a troop you control is the only troop you have participating in a given challenge, that troop gains +2 Combat ability.
To The Victor	Premier	01-276_to_the_victor	1	1			Advantage	Player						Rare	01-276 R	Whenever you succeed at a card-based challenge you initiated, draw 1 card.
Training for War	Premier	01-277_training_for_war					Advantage	Troop						Common	01-277 C	Target troop gains +1 Combat ability.
Treaty	Premier	01-278_treaty					Challenge							Common	01-278 C	Choose an allegiance.  If you succeed, this challenge becomes a player advantage for you.  You may rotate this advantage as an event to generate one Politics symbol of the chosen allegiance.
Trolloc	Premier	01-279_trolloc					Character	Dark One	Monster, Multiple				1	Fixed	01-279 F	The only cost to recruit this character is to rotate a character you control with the Dark One allegiance.
Trolloc Fist	Premier	01-280_trolloc_fist				3	Troop	Dark One	Monster				6	Rare	01-280 R	One per turn, you may discard a trolloc troop you control from play to heal an amount of damage on the Trolloc Fist equal to the discarded troop's permanent Combat rating.
Trolloc Footmen	Premier	01-281_trolloc_footmen				2	Troop	Dark One	Monster, Multiple				5	Fixed	01-281 F	When assigning damage from your opponent's troop damage pool, you may not place a point of damage on a non-trolloc troop until this troop has had a point of damage assigned to it.
Trolloc Horn	Premier	01-282_trolloc_horn				1	Advantage	Character						Rare	01-282 R	Target a trolloc character you control.  Rotate this advantage as an event and pay [Combat Icon x2] to find the top trolloc (character or troop) in your deck.  Place it in your hand.
Trolloc Raiders	Premier	01-283_trolloc_raiders		1			Troop	Dark One	Monster, Multiple				3	Uncommon	01-283 U	When this troop is killed, draw a card.
Trolloc War Band	Premier	01-284_trolloc_war_band		1		2	Troop	Dark One	Monster, Multiple				5	Rare	01-284 R	If you have a ready Myrddraal that is standing down in the battleground, this card gains Reinforcement.
Twisting Fate	Premier	01-285_twisting_fate					Challenge							Rare	01-285 R	Target another player.  If successful, remove a token from his section of the Pattern.  The total number of tokens on the target's section of the pattern counts as automatic opposition to this challenge.
Twists in the Pattern	Premier	01-286_twists_in_the_pattern					Event							Rare	01-286 R	Convert one of your Pattern tokens to a neutral token and target another player.  That player must also convert one of his Pattern tokens to a neutral token.
Two Rivers Archers	Premier	01-287_two_rivers_archers	2				Troop	Andor					3	Uncommon	01-287 U	The Two Rivers Archers roll their dice during the Opening Moves step (instead of the Coming to Grips step).  Whenever the Two Rivers Archers take a point of damage, immediately apply an additonal point of damage to them.
Unexpected Ally	Premier	01-288_unexpected_ally					Event	Limited						Fixed	01-288 F	Roll two Politics dice.  Add any [Politics Icon] you generate to your pool.  They have all allegiances.
Verin Sedai	Premier	01-289_verin_sedai		1	2		Character	Aes Sedai	Brown Ajah, Light Nature	1	2	2		Rare	01-289 R	While you control Verin, your maximum hand size is increased by one.
Wall of Fire	Premier	01-290_wall_of_fire					Event							Rare	01-290 R	During the Opening Moves step of a challenge, target one participating troop for each [One Power Icon] you pay.  The targeted troops may rotate to stand down.  If they do not stand down, each troop takes as much damage as it rolls.
Wandering Noble	Premier	01-291_wandering_noble	2				Character	Mercenary	Multiple	2				Common	01-291 C	
Ward of Protection	Premier	01-292_ward_of_protection					Event							Rare	01-292 R	For each [One Power Icon] you pay, the cost for every other player to target you (or a card you control) with an event is increased by one [One Power Icon].
Waygate	Premier	01-293_waygate					Event							Uncommon	01-293 U	Select one of: your home front; a challenge; or standing down.  Target any number of characters and troops you control at the selected location.  Roll one Intrigue dice for each card targeted.  For each damage result rolled, kill one target.  The remaining cards reinforce one unresolved challenge.
Weariness	Premier	01-294_weariness					Advantage	Character						Uncommon	01-294 U	If the target participated in a challenge last turn, he does not ready during the ready round.  The target's controller may pay two ability symbols of any type(s) as an event to discard this advantage.
What Might Be	Premier	01-295_what_might_be					Event							Rare	01-295 R	Convert one of your Pattern tokens to a neutral token.  Target an event card in your discard pile that is not the top event in that pile put the target card in your hand.
Whispers in the Dark	Premier	01-296_whispers_in_the_dark					Event							Common	01-296 C	This card may only be played by a Villain player.  Roll an Intrigue die for each token on your section of the Pattern.  Apply any [Support Icon] or [Opposition Icon] rolled (as appropriate) to a card based challenge of your choice.
Wolves	Premier	01-297_wolves				1	Troop	Mercenary	Multiple, Reinforcement, Wolf				2	Uncommon	01-297 U	You must control a Wolfbrother to bring Wolves into play.  You must discard Wolves if you do not control a Wolfbrother.  Wolves gain +1 Combat while participating in a challenge against monster troops.  This troop cannot be the target of advantages.
